task,model,selection_case,seed,seed_slot,error_key,selected_error,summary_best_point,line_label,run_path,epoch,metric_value
task31,graphconv,case14,44,2,PBL Mean,0.24590289154473474,99,task31|graphconv|case14|seed=44|bp=99|err=0.245903,/mnt/home/donti-group-shared/ojas/pfdelta/runs/gen_feb0126/task31/graphconv/case14/seed=44_case=case14_layers=15_lr=1e-4_160_260212_140621,39,0.2736578629297369
task31,graphconv,case14,44,2,PBL Mean,0.24590289154473474,99,task31|graphconv|case14|seed=44|bp=99|err=0.245903,/mnt/home/donti-group-shared/ojas/pfdelta/runs/gen_feb0126/task31/graphconv/case14/seed=44_case=case14_layers=15_lr=1e-4_160_260212_140621,44,0.2644716278595083
task31,graphconv,case14,44,2,PBL Mean,0.24590289154473474,99,task31|graphconv|case14|seed=44|bp=99|err=0.245903,/mnt/home/donti-group-shared/ojas/pfdelta/runs/gen_feb0126/task31/graphconv/case14/seed=44_case=case14_layers=15_lr=1e-4_160_260212_140621,49,0.2756436172653647
task31,graphconv,case14,44,2,PBL Mean,0.24590289154473474,99,task31|graphconv|case14|seed=44|bp=99|err=0.245903,/mnt/home/donti-group-shared/ojas/pfdelta/runs/gen_feb0126/task31/graphconv/case14/seed=44_case=case14_layers=15_lr=1e-4_160_260212_140621,54,0.2614170598633149
task31,graphconv,case14,44,2,PBL Mean,0.24590289154473474,99,task31|graphconv|case14|seed=44|bp=99|err=0.245903,/mnt/home/donti-group-shared/ojas/pfdelta/runs/gen_feb0126/task31/graphconv/case14/seed=44_case=case14_layers=15_lr=1e-4_160_260212_140621,59,0.25466475767247815
task31,graphconv,case14,44,2,PBL Mean,0.24590289154473474,99,task31|graphconv|case14|seed=44|bp=99|err=0.245903,/mnt/home/donti-group-shared/ojas/pfdelta/runs/gen_feb0126/task31/graphconv/case14/seed=44_case=case14_layers=15_lr=1e-4_160_260212_140621,64,0.26415124728399164
task31,graphconv,case14,44,2,PBL Mean,0.24590289154473474,99,task31|graphconv|case14|seed=44|bp=99|err=0.245903,/mnt/home/donti-group-shared/ojas/pfdelta/runs/gen_feb0126/task31/graphconv/case14/seed=44_case=case14_layers=15_lr=1e-4_160_260212_140621,69,0.27027912595692805
task31,graphconv,case14,44,2,PBL Mean,0.24590289154473474,99,task31|graphconv|case14|seed=44|bp=99|err=0.245903,/mnt/home/donti-group-shared/ojas/pfdelta/runs/gen_feb0126/task31/graphconv/case14/seed=44_case=case14_layers=15_lr=1e-4_160_260212_140621,74,0.25125444286009846
task31,graphconv,case14,44,2,PBL Mean,0.24590289154473474,99,task31|graphconv|case14|seed=44|bp=99|err=0.245903,/mnt/home/donti-group-shared/ojas/pfdelta/runs/gen_feb0126/task31/graphconv/case14/seed=44_case=case14_layers=15_lr=1e-4_160_260212_140621,79,0.27303985532592323
task31,graphconv,case14,44,2,PBL Mean,0.24590289154473474,99,task31|graphconv|case14|seed=44|bp=99|err=0.245903,/mnt/home/donti-group-shared/ojas/pfdelta/runs/gen_feb0126/task31/graphconv/case14/seed=44_case=case14_layers=15_lr=1e-4_160_260212_140621,84,0.2599301690564436
task31,graphconv,case14,44,2,PBL Mean,0.24590289154473474,99,task31|graphconv|case14|seed=44|bp=99|err=0.245903,/mnt/home/donti-group-shared/ojas/pfdelta/runs/gen_feb0126/task31/graphconv/case14/seed=44_case=case14_layers=15_lr=1e-4_160_260212_140621,89,0.24832023767864003
task31,graphconv,case14,44,2,PBL Mean,0.24590289154473474,99,task31|graphconv|case14|seed=44|bp=99|err=0.245903,/mnt/home/donti-group-shared/ojas/pfdelta/runs/gen_feb0126/task31/graphconv/case14/seed=44_case=case14_layers=15_lr=1e-4_160_260212_140621,94,0.23477367530850804
task31,graphconv,case14,44,2,PBL Mean,0.24590289154473474,99,task31|graphconv|case14|seed=44|bp=99|err=0.245903,/mnt/home/donti-group-shared/ojas/pfdelta/runs/gen_feb0126/task31/graphconv/case14/seed=44_case=case14_layers=15_lr=1e-4_160_260212_140621,99,0.24590289154473474
